"","word","freq"
"불법주정차","불법주정차",143
"삼계","삼계",43
"대우푸르지","대우푸르지",30
"차량","차량",30
"좌회전","좌회전",23
"삼계동","삼계동",19
"장애인","장애인",19
"신호","신호",16
"골목","골목",14
"단속","단속",12
"대기","대기",12
"직진","직진",12
"차선","차선",12
"무단횡단","무단횡단",10
"도로","도로",9
"분성","분성",9
"위험","위험",9
"조치","조치",8
"주차","주차",8
"주차장","주차장",7
"출근","출근",7
"출퇴근","출퇴근",7
"학생","학생",7
"거리","거리",6
"공사","공사",6
"설치","설치",6
"아파트","아파트",6
"오전","오전",6
"진영","진영",6
"진입","진입",6
"진행","진행",6
"팬스","팬스",6
"학교","학교",6
"공원","공원",5
"매일","매일",5
"방문","방문",5
"선생님","선생님",5
"신호체계","신호체계",5
"우회전","우회전",5
"저녁","저녁",5
"파크","파크",5
"교복","교복",4
"교통량","교통량",4
"교통지도","교통지도",4
"높이","높이",4
"롯데리","롯데리",4
"시경","시경",4
"안전","안전",4
"정체","정체",4
"중앙선","중앙선",4
"최소한","최소한",4
"탄력","탄력",4
"파손","파손",4
"푸르지","푸르지",4
"한두","한두",4
"가야대학교","가야대학교",3
"경전철","경전철",3
"계도","계도",3
"드렸","드렸",3
"목격","목격",3
"방면","방면",3
"보행자","보행자",3
"비슷","비슷",3
"신명","신명",3
"심해","심해",3
"업무","업무",3
"원인","원인",3
"인근","인근",3
"입구","입구",3
"장신대","장신대",3
"정자","정자",3
"주말","주말",3
"평행","평행",3
"하루","하루",3
"학원","학원",3
"할머니","할머니",3
"현대","현대",3
"현상","현상",3
"cc","cc",2
"tv","tv",2
"가슴","가슴",2
"강력","강력",2
"개똥","개똥",2
"개선","개선",2
"거기","거기",2
"건너편","건너편",2
"결과","결과",2
"경적","경적",2
"경적소리","경적소리",2
"계셨","계셨",2
"공해","공해",2
"과거","과거",2
"과태료","과태료",2
"관계","관계",2
"관리","관리",2
"광고판","광고판",2
"교통혼잡","교통혼잡",2
"그쪽","그쪽",2
"급브레이크","급브레이크",2
"기억","기억",2
"길이","길이",2
"다리","다리",2
"대답","대답",2
"도로가","도로가",2
"동의","동의",2
"두배","두배",2
"뒷쪽","뒷쪽",2
"등교길","등교길",2
"멘트","멘트",2
"목욕탕","목욕탕",2
"밀리다보","밀리다보",2
"바쁘시겠","바쁘시겠",2
"방향","방향",2
"배스킨","배스킨",2
"보여집니","보여집니",2
"본선","본선",2
"봉황","봉황",2
"부과","부과",2
"불법","불법",2
"불법유턴","불법유턴",2
"불안","불안",2
"블랙박스","블랙박스",2
"삼계두산위브","삼계두산위브",2
"상습적","상습적",2
"상태","상태",2
"성인","성인",2
"센터","센터",2
"수월","수월",2
"시정","시정",2
"식당","식당",2
"심한거","심한거",2
"아니옵","아니옵",2
"아침","아침",2
"약속","약속",2
"양쪽","양쪽",2
"어떨때","어떨때",2
"어른","어른",2
"엄청","엄청",2
"영상","영상",2
"오는대","오는대",2
"운전","운전",2
"운행","운행",2
"위쪽","위쪽",2
"음식점","음식점",2
"익스프레스","익스프레스",2
"입은","입은",2
"장면","장면",2
"적재","적재",2
"적정","적정",2
"전용","전용",2
"종합","종합",2
"주어","주어",2
"주의","주의",2
"주정차","주정차",2
"철거작업","철거작업",2
"초등학교","초등학교",2
"촬영","촬영",2
"침범","침범",2
"카메라","카메라",2
"캡쳐","캡쳐",2
"파악","파악",2
"평일","평일",2
"한가운데","한가운데",2
"한번씩","한번씩",2
"합류","합류",2
"현수막","현수막",2
"현장","현장",2
"혼잡","혼잡",2
"후문","후문",2
"cctv","cctv",1
"ning","ning",1
"가보","가보",1
"가세","가세",1
"가야대역","가야대역",1
"가져오다보","가져오다보",1
"각할수록","각할수록",1
"강신화","강신화",1
"개가","개가",1
"개들까","개들까",1
"개주","개주",1
"개판","개판",1
"개판을벌","개판을벌",1
"개편","개편",1
"거부","거부",1
"거주","거주",1
"거치","거치",1
"걱정","걱정",1
"것이었","것이었",1
"게시판","게시판",1
"게요","게요",1
"겟다","겟다",1
"경기","경기",1
"고깃집앞","고깃집앞",1
"고나","고나",1
"고위험","고위험",1
"고위험초","고위험초",1
"공공","공공",1
"공사일정","공사일정",1
"공사장","공사장",1
"공원및놀이터","공원및놀이터",1
"과도","과도",1
"과태료내는데","과태료내는데",1
"관광안내소","관광안내소",1
"관리사무소","관리사무소",1
"관리사무소장","관리사무소장",1
"관리주체","관리주체",1
"관할","관할",1
"관할관청","관할관청",1
"괜찮","괜찮",1
"교문","교문",1
"교육","교육",1
"교장","교장",1
"교차로","교차로",1
"구역","구역",1
"구지","구지",1
"그걸","그걸",1
"그런","그런",1
"그분","그분",1
"근절","근절",1
"금도","금도",1
"급여","급여",1
"기독교","기독교",1
"기라","기라",1
"기분","기분",1
"깍듯","깍듯",1
"꼬리","꼬리",1
"꼭좀","꼭좀",1
"나다니는길","나다니는길",1
"날마다","날마다",1
"날수","날수",1
"남자","남자",1
"내딪","내딪",1
"내일","내일",1
"너무불편합니","너무불편합니",1
"너무시끄러운","너무시끄러운",1
"넘어가겠","넘어가겠",1
"놀란건","놀란건",1
"놀랐","놀랐",1
"누구","누구",1
"느낌","느낌",1
"다녔","다녔",1
"단행","단행",1
"답답","답답",1
"당아파트","당아파트",1
"당황","당황",1
"대로","대로",1
"대부분","대부분",1
"대책","대책",1
"대형","대형",1
"대형사고","대형사고",1
"더럽","더럽",1
"돌출물","돌출물",1
"동네","동네",1
"동일","동일",1
"되어있","되어있",1
"두건","두건",1
"듣고싶","듣고싶",1
"등교","등교",1
"따름","따름",1
"떼거지","떼거지",1
"뛰어갔","뛰어갔",1
"라인","라인",1
"랑하","랑하",1
"롯데리아사거","롯데리아사거",1
"마다","마다",1
"마땅","마땅",1
"마련","마련",1
"마찬","마찬",1
"만족","만족",1
"많은거","많은거",1
"많이근절되","많이근절되",1
"많이받아요","많이받아요",1
"말그","말그",1
"멈추었","멈추었",1
"몇차례라","몇차례라",1
"모여","모여",1
"못움직","못움직",1
"무단","무단",1
"무선사","무선사",1
"물휴지","물휴지",1
"바뀌었","바뀌었",1
"바뀐거","바뀐거",1
"바쁘겠","바쁘겠",1
"바위","바위",1
"반대쪽","반대쪽",1
"반대편","반대편",1
"밝기","밝기",1
"방해","방해",1
"번길","번길",1
"번호판","번호판",1
"벌이","벌이",1
"벌점및","벌점및",1
"법규","법규",1
"법의","법의",1
"벼슬자리","벼슬자리",1
"변경","변경",1
"보도","보도",1
"보시","보시",1
"보였","보였",1
"부분적","부분적",1
"부영","부영",1
"분쇄","분쇄",1
"불법주정차단속","불법주정차단속",1
"불쾌","불쾌",1
"불편","불편",1
"빌딩","빌딩",1
"빛공해","빛공해",1
"빨간불","빨간불",1
"뿌리","뿌리",1
"사고","사고",1
"사고가","사고가",1
"산책","산책",1
"삼거리","삼거리",1
"삼안동","삼안동",1
"상가건물","상가건물",1
"상관","상관",1
"상동","상동",1
"상식적","상식적",1
"상업지","상업지",1
"상태였","상태였",1
"새벽","새벽",1
"서계신다는거","서계신다는거",1
"서민","서민",1
"서비스","서비스",1
"서울","서울",1
"서희아파트","서희아파트",1
"설치시","설치시",1
"세우","세우",1
"소동","소동",1
"소속","소속",1
"소용없","소용없",1
"수면","수면",1
"수차례","수차례",1
"순간","순간",1
"스럽","스럽",1
"스트레스","스트레스",1
"시가","시가",1
"시설물","시설물",1
"시행","시행",1
"신설","신설",1
"신청","신청",1
"신호등","신호등",1
"쓰레기","쓰레기",1
"쓰레기투척하","쓰레기투척하",1
"아마츄어","아마츄어",1
"아무것","아무것",1
"아시","아시",1
"아시겠","아시겠",1
"안지켜진다","안지켜진다",1
"안테나","안테나",1
"안하","안하",1
"앉아","앉아",1
"알고있","알고있",1
"앞뒤","앞뒤",1
"애인","애인",1
"어두운밤","어두운밤",1
"업로드","업로드",1
"없으셨","없으셨",1
"엉망","엉망",1
"여자","여자",1
"여쭐","여쭐",1
"예비군훈련","예비군훈련",1
"오고","오고",1
"오물","오물",1
"오후","오후",1
"옥상","옥상",1
"올랐","올랐",1
"외벽","외벽",1
"위반","위반",1
"위생","위생",1
"위생상","위생상",1
"위험성","위험성",1
"위험요소가있","위험요소가있",1
"위협","위협",1
"유독","유독",1
"유독짧","유독짧",1
"응대","응대",1
"의결","의결",1
"의뢰","의뢰",1
"이기","이기",1
"이동","이동",1
"이마트","이마트",1
"이면도로","이면도로",1
"이야기","이야기",1
"이외","이외",1
"이전","이전",1
"이후","이후",1
"인도","인도",1
"인사","인사",1
"일몰","일몰",1
"일반인","일반인",1
"일상","일상",1
"일어","일어",1
"일요일","일요일",1
"일할","일할",1
"입대","입대",1
"입주","입주",1
"입주자","입주자",1
"있는걸","있는걸",1
"자전거","자전거",1
"재건축","재건축",1
"저촉","저촉",1
"절실","절실",1
"점검","점검",1
"정말","정말",1
"정보통신","정보통신",1
"정비","정비",1
"정수장","정수장",1
"정체되는건","정체되는건",1
"정체였","정체였",1
"제의","제의",1
"제지","제지",1
"제출","제출",1
"조명","조명",1
"조사","조사",1
"조속","조속",1
"조은금강병원","조은금강병원",1
"조절","조절",1
"조정","조정",1
"종점","종점",1
"좌우","좌우",1
"주거지","주거지",1
"주위","주위",1
"주차하","주차하",1
"주차할","주차할",1
"중학교","중학교",1
"진상","진상",1
"질문","질문",1
"질의","질의",1
"집앞","집앞",1
"차아파트","차아파트",1
"참드릅게합니","참드릅게합니",1
"채용","채용",1
"처벌","처벌",1
"첫마디","첫마디",1
"체계","체계",1
"체육","체육",1
"체크","체크",1
"초록","초록",1
"충분","충분",1
"콘크리트","콘크리트",1
"크지않겠","크지않겠",1
"타이어","타이어",1
"탁상","탁상",1
"태연","태연",1
"태연하셨","태연하셨",1
"통학로","통학로",1
"통행","통행",1
"통화","통화",1
"퇴근","퇴근",1
"특정인","특정인",1
"파견","파견",1
"파일","파일",1
"편의","편의",1
"포크레인","포크레인",1
"피하","피하",1
"하고있","하고있",1
"하기","하기",1
"하는분들","하는분들",1
