"","word","freq"
"불법주정차","불법주정차",68
"삼계","삼계",45
"대우푸르지","대우푸르지",27
"삼계동","삼계동",27
"장애인","장애인",21
"차량","차량",15
"주차","주차",14
"부영","부영",10
"쓰레기","쓰레기",10
"도로","도로",9
"cctv","cctv",8
"단속","단속",8
"파크","파크",8
"불법","불법",7
"설치","설치",7
"아파트","아파트",7
"위반","위반",7
"주차장","주차장",7
"불편","불편",6
"거리","거리",5
"건물","건물",5
"주정차","주정차",5
"거주","거주",4
"모래","모래",4
"복도","복도",4
"분성","분성",4
"소방법","소방법",4
"카메라","카메라",4
"현대","현대",4
"화단","화단",4
"가로등","가로등",3
"나면","나면",3
"대로","대로",3
"도로가","도로가",3
"버스","버스",3
"벌금","벌금",3
"아침","아침",3
"인도","인도",3
"자전거","자전거",3
"장신대","장신대",3
"전용","전용",3
"주차하","주차하",3
"차아파트","차아파트",3
"하천","하천",3
"해반천","해반천",3
"가렸","가렸",2
"가택","가택",2
"갈대","갈대",2
"개인","개인",2
"경전철","경전철",2
"고가","고가",2
"공공시설물","공공시설물",2
"공사","공사",2
"구역","구역",2
"근무","근무",2
"근처","근처",2
"놀이터","놀이터",2
"당직자","당직자",2
"도네누앞","도네누앞",2
"라인","라인",2
"맨땅","맨땅",2
"물건","물건",2
"버스정류소","버스정류소",2
"버스정류장","버스정류장",2
"번호판","번호판",2
"부분","부분",2
"분양","분양",2
"블랙박스","블랙박스",2
"뺑소니","뺑소니",2
"사고","사고",2
"상가","상가",2
"설치해달라는것","설치해달라는것",2
"성의","성의",2
"소유","소유",2
"쉐보레","쉐보레",2
"스파크","스파크",2
"식당","식당",2
"신호등","신호등",2
"악취","악취",2
"안찍히기위해","안찍히기위해",2
"알고있","알고있",2
"야기","야기",2
"양쪽","양쪽",2
"없다보","없다보",2
"엉망","엉망",2
"예산","예산",2
"요구","요구",2
"이동","이동",2
"이틀","이틀",2
"인간","인간",2
"일주일","일주일",2
"임시","임시",2
"있는곳인데요","있는곳인데요",2
"저장","저장",2
"적치","적치",2
"적치물","적치물",2
"전화","전화",2
"정형","정형",2
"제목","제목",2
"종이로번호판","종이로번호판",2
"주차위반","주차위반",2
"주택가","주택가",2
"중간","중간",2
"지도","지도",2
"직장인","직장인",2
"차량번호","차량번호",2
"철거","철거",2
"청소","청소",2
"초래","초래",2
"푸르지","푸르지",2
"한대","한대",2
"해반교","해반교",2
"화가","화가",2
"훼손","훼손",2
"가로","가로",1
"가야대쪽","가야대쪽",1
"가운데","가운데",1
"각보","각보",1
"간곡","간곡",1
"갈라져있","갈라져있",1
"갈라짐","갈라짐",1
"강력","강력",1
"강화","강화",1
"개소","개소",1
"건물주","건물주",1
"고깃집앞","고깃집앞",1
"곳곳","곳곳",1
"공인중개사","공인중개사",1
"관계","관계",1
"그걸","그걸",1
"그뒤","그뒤",1
"그사이","그사이",1
"근래","근래",1
"급받지못하","급받지못하",1
"급한일","급한일",1
"기분","기분",1
"기존","기존",1
"길가","길가",1
"길고","길고",1
"꾸준","꾸준",1
"나간","나간",1
"나머지","나머지",1
"나오셔","나오셔",1
"날올꺼","날올꺼",1
"내고","내고",1
"너스","너스",1
"년도","년도",1
"노후되","노후되",1
"누구","누구",1
"누군가","누군가",1
"느낌","느낌",1
"는걸","는걸",1
"다이","다이",1
"다행이었","다행이었",1
"단독주택","단독주택",1
"단속반","단속반",1
"답답","답답",1
"당했","당했",1
"대동수안마","대동수안마",1
"대우푸르지오차","대우푸르지오차",1
"대충대충","대충대충",1
"대표자","대표자",1
"더미","더미",1
"도로시설","도로시설",1
"도배","도배",1
"동남","동남",1
"동네","동네",1
"동영상","동영상",1
"되기","되기",1
"두곡","두곡",1
"두어","두어",1
"똥밭","똥밭",1
"려야하","려야하",1
"렸는데","렸는데",1
"마다","마다",1
"마땅","마땅",1
"마련","마련",1
"많은","많은",1
"말쫑","말쫑",1
"맞은편","맞은편",1
"매일","매일",1
"매주","매주",1
"머리","머리",1
"멀쩡","멀쩡",1
"모여","모여",1
"몰겠","몰겠",1
"못찍었어요","못찍었어요",1
"물결모양","물결모양",1
"바닥","바닥",1
"박물관","박물관",1
"반공사한다","반공사한다",1
"반대쪽","반대쪽",1
"방법","방법",1
"방치","방치",1
"배관","배관",1
"배치하는건","배치하는건",1
"배홍열","배홍열",1
"번길","번길",1
"번버스","번버스",1
"법의","법의",1
"병원","병원",1
"보건소","보건소",1
"보도블록","보도블록",1
"보수","보수",1
"보수공사","보수공사",1
"보행자","보행자",1
"본연","본연",1
