"","word","freq"
"불법주정차","불법주정차",548
"장애인","장애인",239
"주차","주차",187
"차량","차량",169
"도로","도로",139
"버스","버스",103
"장유","장유",92
"단속","단속",90
"삼계","삼계",79
"위반","위반",75
"대우푸르지","대우푸르지",72
"아파트","아파트",72
"공사","공사",69
"주차장","주차장",68
"불법","불법",67
"조치","조치",59
"진영","진영",57
"불편","불편",53
"위험","위험",53
"설치","설치",50
"삼계동","삼계동",44
"전화","전화",40
"교육","교육",38
"구역","구역",38
"인도","인도",37
"피해","피해",36
"진영읍","진영읍",34
"허가","허가",32
"건물","건물",30
"가로수","가로수",29
"가게","가게",28
"진행","진행",28
"거리","거리",27
"출퇴근","출퇴근",27
"파손","파손",27
"해결","해결",27
"부분","부분",26
"상태","상태",26
"안전","안전",26
"상설할인마트옆","상설할인마트옆",25
"영업","영업",25
"인지","인지",25
"입구","입구",25
"불법광고","불법광고",24
"쓰레기","쓰레기",24
"과태료","과태료",23
"인근","인근",23
"주정차","주정차",23
"차선","차선",23
"현장","현장",23
"부산","부산",22
"하주","하주",21
"나무","나무",20
"매일","매일",20
"보시","보시",20
"아침","아침",20
"저녁","저녁",20
"통행","통행",20
"회사","회사",20
"내동","내동",19
"방법","방법",19
"야간","야간",19
"근무","근무",18
"방향","방향",18
"벌금","벌금",18
"부원","부원",18
"시정","시정",18
"아스팔트","아스팔트",18
"잡목","잡목",18
"파일","파일",18
"화물차","화물차",18
"개선","개선",17
"공원녹지","공원녹지",17
"신호","신호",17
"운행","운행",17
"좌회전","좌회전",17
"포장","포장",17
"길을","길을",16
"방치","방치",16
"보도","보도",16
"수고","수고",16
"업체","업체",16
"오후","오후",16
"운전","운전",16
"율하","율하",16
"출근","출근",16
"현금","현금",16
"흥동","흥동",16
"년도","년도",15
"도로가","도로가",15
"삼거리","삼거리",15
"오전","오전",15
"외동","외동",15
"자리","자리",15
"하루","하루",15
"거주","거주",14
"경찰","경찰",14
"계획","계획",14
"관리비","관리비",14
"구산동","구산동",14
"당연","당연",14
"도로변","도로변",14
"동네","동네",14
"마을","마을",14
"무사고","무사고",14
"비장","비장",14
"일반차량","일반차량",14
"장애","장애",14
"전하","전하",14
"정차","정차",14
"처벌","처벌",14
"택시","택시",14
"개인","개인",13
"결제","결제",13
"버스정류장","버스정류장",13
"번길","번길",13
"법인","법인",13
"새벽","새벽",13
"양쪽","양쪽",13
"업무","업무",13
"여래","여래",13
"이동","이동",13
"자전거","자전거",13
"자체","자체",13
"작업","작업",13
"정확","정확",13
"주행","주행",13
"청소","청소",13
"통보","통보",13
"퇴근","퇴근",13
"홈플러스","홈플러스",13
"흡연","흡연",13
"가로등","가로등",12
"관리","관리",12
"능동","능동",12
"삼문","삼문",12
"센터","센터",12
"시설","시설",12
"위협","위협",12
"인가","인가",12
"잘못","잘못",12
"진출","진출",12
"철거","철거",12
"카드","카드",12
"타이어","타이어",12
"강력","강력",11
"겨울","겨울",11
"네요","네요",11
"대로","대로",11
"마무리","마무리",11
"바닥","바닥",11
"반대편","반대편",11
"변경","변경",11
"보행자","보행자",11
"상습","상습",11
"세금","세금",11
"시외버스","시외버스",11
"의견","의견",11
"이후","이후",11
"인정","인정",11
"중앙선","중앙선",11
"중흥","중흥",11
"진례","진례",11
"차량번호","차량번호",11
"참고","참고",11
"최근","최근",11
"출발","출발",11
"토지","토지",11
"한국","한국",11
"횡단보도","횡단보도",11
"개인택시","개인택시",10
"고가","고가",10
"공단","공단",10
"납부","납부",10
"맞은편","맞은편",10
"받았","받았",10
"보행","보행",10
"부과","부과",10
"부착","부착",10
"삼방동","삼방동",10
"소리","소리",10
"신청","신청",10
"신호등","신호등",10
"연결","연결",10
"영업장","영업장",10
"정신","정신",10
"조속","조속",10
"좋겠","좋겠",10
"주촌면","주촌면",10
"촬영","촬영",10
"하기","하기",10
"환경","환경",10
"거기","거기",9
