"","word","freq"
"배관","배관",26
"하수","하수",23
"공사","공사",22
"인도","인도",21
"외동","외동",20
"차량","차량",20
"유실","유실",19
"통행","통행",15
"불법주정차","불법주정차",13
"주차","주차",12
"파서","파서",12
"계단","계단",11
"단속","단속",11
"조치","조치",11
"조합원","조합원",11
"주차장","주차장",11
"내외","내외",10
"물이","물이",10
"불법","불법",10
"세대주","세대주",10
"주택","주택",10
"걱정","걱정",9
"선출","선출",9
"피해","피해",9
"거리","거리",8
"부스","부스",8
"시멘트","시멘트",8
"자격","자격",8
"장애인","장애인",8
"가게","가게",7
"부분","부분",7
"불법광고","불법광고",7
"불편","불편",7
"수도","수도",7
"아파트","아파트",7
"오렌지","오렌지",7
"주위","주위",7
"진행","진행",7
"피시방","피시방",7
"헤드라이트","헤드라이트",7
"현황","현황",7
"led","led",6
"담배","담배",6
"벌금","벌금",6
"보시","보시",6
"빌라","빌라",6
"상태","상태",6
"원인","원인",6
"주택조합","주택조합",6
"구멍","구멍",5
"대표이사","대표이사",5
"도로","도로",5
"동별","동별",5
"명시","명시",5
"모래","모래",5
"보도","보도",5
"센터","센터",5
"소리","소리",5
"아무","아무",5
"안전","안전",5
"위험","위험",5
"정상","정상",5
"진입로","진입로",5
"하수관","하수관",5
"해결","해결",5
"확보","확보",5
"간판","간판",4
"결혼","결혼",4
"계속","계속",4
"국토","국토",4
"대동","대동",4
"맞은편","맞은편",4
"버스정류장","버스정류장",4
"보기","보기",4
"보였","보였",4
"빗물","빗물",4
"산책","산책",4
"상실","상실",4
"설명","설명",4
"소유","소유",4
"수업","수업",4
"시작","시작",4
"시작했","시작했",4
"시행령","시행령",4
"신청","신청",4
"야간","야간",4
"원숭이","원숭이",4
"의논","의논",4
"작업","작업",4
"장유","장유",4
"저녁","저녁",4
"전체","전체",4
"전화","전화",4
"조제","조제",4
"좌회전","좌회전",4
"주행","주행",4
"철거","철거",4
"트랙","트랙",4
"특정","특정",4
"프로그램","프로그램",4
"한국","한국",4
"확실","확실",4
"환경","환경",4
"회사","회사",4
"건물","건물",3
"건축","건축",3
"결과","결과",3
"관할","관할",3
"광고","광고",3
"구청장","구청장",3
"군수","군수",3
"근무","근무",3
"근처","근처",3
"기분","기분",3
"깨끗","깨끗",3
"노란색","노란색",3
"농업기술센터","농업기술센터",3
"당연","당연",3
"동사무소","동사무소",3
"등학생분","등학생분",3
"버스","버스",3
"변경","변경",3
"부과","부과",3
"부적격","부적격",3
"블럭","블럭",3
"서비스","서비스",3
"설치","설치",3
"수십","수십",3
"시정","시정",3
"식의","식의",3
"신호","신호",3
"않았","않았",3
"언사","언사",3
"영상","영상",3
"예전","예전",3
"오수","오수",3
"요금","요금",3
"위반","위반",3
"유영","유영",3
"유치원","유치원",3
"이웃","이웃",3
"일동한신아파트","일동한신아파트",3
"장애","장애",3
"장판","장판",3
"주의","주의",3
"주택정책","주택정책",3
"지도","지도",3
"직위","직위",3
"질의","질의",3
"차로","차로",3
"차아파트","차아파트",3
"차후","차후",3
"초등학생","초등학생",3
"케이블","케이블",3
"판단","판단",3
"현상","현상",3
"홍보","홍보",3
"회신","회신",3
"후보","후보",3
"훼손","훼손",3
"강의실","강의실",2
"개업","개업",2
"개인","개인",2
"거북","거북",2
"거주","거주",2
"건너편","건너편",2
"건축도면","건축도면",2
"공석","공석",2
